Description,Incident #,Location,Agency,incident_datetime,incident_date,incident_month,incident_day_of_week,incident_time_24hr_clock,time_ampm,street_address,city,state,lat,long
ROBBERY,210910930,1900 BLK TULLY RD,San Jose Police,4/1/2021 20:15,4/1/2021,April,Thursday,20:15,PM,1950 TULLY RD,San Jose,CA,37.325176,-121.82174
AUTO THEFT,210930550,S 9TH ST / BESTOR ST,San Jose Police,4/3/2021 20:17,4/3/2021,April,Saturday,20:17,PM,S 9TH ST &  BESTOR ST,San Jose,CA,37.325203,-121.870926
PETTY THEFT,211023230,3500 BLK COUR DE CHARLES,San Jose Police,4/12/2021 11:16,4/12/2021,April,Monday,11:16,AM,3550 COUR DE CHARLES,San Jose,CA,37.32531,-121.769035
ROBBERY,210890455,2100 BLK LANAI AV,San Jose Police,3/30/2021 15:06,3/30/2021,March,Tuesday,15:06,PM,2150 LANAI AV,San Jose,CA,37.325466,-121.83359
BURGLARY,211050578,1100 BLK FAIR AV,San Jose Police,4/15/2021 15:49,4/15/2021,April,Thursday,15:49,PM,1150 FAIR AV,San Jose,CA,37.325493,-121.84758
FORGERY/FRAUD,210999502,2900 BLK COVEWOOD CT,San Jose Police,4/9/2021 15:48,4/9/2021,April,Friday,15:48,PM,2950 COVEWOOD CT,San Jose,CA,37.32592,-121.7932
ASSAULT,210970370,700 BLK STORY RD,San Jose Police,4/7/2021 10:40,4/7/2021,April,Wednesday,10:40,AM,750 STORY RD,San Jose,CA,37.32601,-121.86503
VANDALISM,210960116,700 BLK STORY RD,San Jose Police,4/6/2021 4:06,4/6/2021,April,Tuesday, 4:06,AM,750 STORY RD,San Jose,CA,37.32601,-121.86503
ROBBERY,210950259,700 BLK STORY RD,San Jose Police,4/5/2021 10:46,4/5/2021,April,Monday,10:46,AM,750 STORY RD,San Jose,CA,37.32601,-121.86503
NARCOTICS,210930407,700 BLK STORY RD,San Jose Police,4/3/2021 12:37,4/3/2021,April,Saturday,12:37,PM,750 STORY RD,San Jose,CA,37.32601,-121.86503
VANDALISM,210910582,700 BLK STORY RD,San Jose Police,4/1/2021 14:40,4/1/2021,April,Thursday,14:40,PM,750 STORY RD,San Jose,CA,37.32601,-121.86503
PETTY THEFT,210840958,700 BLK STORY RD,San Jose Police,3/25/2021 21:02,3/25/2021,March,Thursday,21:02,PM,750 STORY RD,San Jose,CA,37.32601,-121.86503
NARCOTICS,211000416,700 BLK STORY RD.,San Jose Police,4/10/2021 13:14,4/10/2021,April,Saturday,13:14,PM,750 STORY RD.,San Jose,CA,37.32601,-121.86503
AUTO THEFT,210810568,1500 BLK CUNNINGHAM AV,San Jose Police,3/22/2021 15:04,3/22/2021,March,Monday,15:04,PM,1550 CUNNINGHAM AV,San Jose,CA,37.326042,-121.835175
AGG ASSAULT,210879815,2500 BLK SEDLAK CT,San Jose Police,3/28/2021 2:07,3/28/2021,March,Sunday, 2:07,AM,2550 SEDLAK CT,San Jose,CA,37.32614,-121.80494
AUTO THEFT,211040180,1500 BLK CLEMENCE AV,San Jose Police,4/14/2021 8:25,4/14/2021,April,Wednesday, 8:25,AM,1550 CLEMENCE AV,San Jose,CA,37.326206,-121.850334
NARCOTICS,210830997,1100 BLK ROBERTS AV,San Jose Police,3/24/2021 22:10,3/24/2021,March,Wednesday,22:10,PM,1150 ROBERTS AV,San Jose,CA,37.326767,-121.85743
AUTO THEFT,210950651,1000 BLK ALGIERS AV,San Jose Police,4/5/2021 20:10,4/5/2021,April,Monday,20:10,PM,1050 ALGIERS AV,San Jose,CA,37.32678,-121.85006
AUTO THEFT,211020902,1300 BLK LUCRETIA AV,San Jose Police,4/12/2021 22:41,4/12/2021,April,Monday,22:41,PM,1350 LUCRETIA AV,San Jose,CA,37.326813,-121.854195
AUTO THEFT,210880364,1300 BLK LUCRETIA AV,San Jose Police,3/29/2021 10:37,3/29/2021,March,Monday,10:37,AM,1350 LUCRETIA AV,San Jose,CA,37.326813,-121.854195
GRAND THEFT,211060810,2100 BLK TULLY RD,San Jose Police,4/16/2021 19:18,4/16/2021,April,Friday,19:18,PM,2150 TULLY RD,San Jose,CA,37.3269,-121.8192
CREDIT CARD,210953210,2100 BLK TULLY RD,San Jose Police,4/5/2021 14:43,4/5/2021,April,Monday,14:43,PM,2150 TULLY RD,San Jose,CA,37.3269,-121.8192
BURGLARY,210930084,2100 BLK TULLY RD,San Jose Police,4/3/2021 1:45,4/3/2021,April,Saturday, 1:45,AM,2150 TULLY RD,San Jose,CA,37.3269,-121.8192
PETTY THEFT,210983231,15 BLK PIERCE AV,San Jose Police,4/8/2021 16:51,4/8/2021,April,Thursday,16:51,PM,15 BLK PIERCE AV,San Jose,CA,37.32724,-121.88534
FORGERY/FRAUD,210853215,1700 BLK QUIMBY RD,San Jose Police,3/26/2021 7:36,3/26/2021,March,Friday, 7:36,AM,1750 QUIMBY RD,San Jose,CA,37.32732,-121.820984
BURGLARY,210970246,1600 BLK CUNNINGHAM AV,San Jose Police,4/7/2021 8:57,4/7/2021,April,Wednesday, 8:57,AM,1650 CUNNINGHAM AV,San Jose,CA,37.327354,-121.83311
FORGERY/FRAUD,210819511,1600 BLK CUNNINGHAM AV,San Jose Police,3/22/2021 13:47,3/22/2021,March,Monday,13:47,PM,1650 CUNNINGHAM AV,San Jose,CA,37.327354,-121.83311
GRAND THEFT,210913212,15 BLK E REED ST,San Jose Police,4/1/2021 10:41,4/1/2021,April,Thursday,10:41,AM,15 BLK E REED ST,San Jose,CA,37.327377,-121.8832
PETTY THEFT,210823227,15 BLK E REED ST,San Jose Police,3/23/2021 11:34,3/23/2021,March,Tuesday,11:34,AM,15 BLK E REED ST,San Jose,CA,37.327377,-121.8832
VANDALISM,210823230,1400 BLK CLEMENCE CT,San Jose Police,3/23/2021 23:25,3/23/2021,March,Tuesday,23:25,PM,1450 CLEMENCE CT,San Jose,CA,37.327435,-121.851654
VANDALISM,210963216,1800 BLK TERILYN AV,San Jose Police,4/6/2021 16:06,4/6/2021,April,Tuesday,16:06,PM,1850 TERILYN AV,San Jose,CA,37.32755,-121.8381
AUTO THEFT,210980888,2200 BLK EASTRIDGE LP,San Jose Police,4/8/2021 22:21,4/8/2021,April,Thursday,22:21,PM,2250 EASTRIDGE LP,San Jose,CA,37.327568,-121.81607
ROBBERY,210950657,2200 BLK EASTRIDGE LP,San Jose Police,4/5/2021 18:57,4/5/2021,April,Monday,18:57,PM,2250 EASTRIDGE LP,San Jose,CA,37.327568,-121.81607
ASSAULT,210959509,2200 BLK EASTRIDGE LP,San Jose Police,4/5/2021 16:24,4/5/2021,April,Monday,16:24,PM,2250 EASTRIDGE LP,San Jose,CA,37.327568,-121.81607
AUTO THEFT,210930867,2200 BLK EASTRIDGE LP,San Jose Police,4/3/2021 21:07,4/3/2021,April,Saturday,21:07,PM,2250 EASTRIDGE LP,San Jose,CA,37.327568,-121.81607
AUTO THEFT,210880570,2200 BLK EASTRIDGE LP,San Jose Police,3/29/2021 14:58,3/29/2021,March,Monday,14:58,PM,2250 EASTRIDGE LP,San Jose,CA,37.327568,-121.81607
GRAND THEFT,210849506,2200 BLK EASTRIDGE LP,San Jose Police,3/25/2021 14:22,3/25/2021,March,Thursday,14:22,PM,2250 EASTRIDGE LP,San Jose,CA,37.327568,-121.81607
ROBBERY,211020154,INMAN WY / WAVERLY AV,San Jose Police,4/12/2021 5:00,4/12/2021,April,Monday, 5:00,AM,INMAN WY &  WAVERLY AV,San Jose,CA,37.327602,-121.82638
AGG ASSAULT,210859821,2000 BLK S KING RD,San Jose Police,3/26/2021 22:04,3/26/2021,March,Friday,22:04,PM,2050 S KING RD,San Jose,CA,37.327606,-121.83107
VANDALISM,210943210,1200 BLK LUCRETIA AV,San Jose Police,4/4/2021 16:42,4/4/2021,April,Sunday,16:42,PM,1250 LUCRETIA AV,San Jose,CA,37.327812,-121.85514
DUI,210890947,MIDFIELD AV/HAVANA WY,San Jose Police,3/30/2021 21:20,3/30/2021,March,Tuesday,21:20,PM,MIDFIELD AV & HAVANA WY,San Jose,CA,37.327843,-121.8395
GRAND THEFT,210820314,500 BLK MARTHA ST,San Jose Police,3/23/2021 10:37,3/23/2021,March,Tuesday,10:37,AM,550 MARTHA ST,San Jose,CA,37.32788,-121.86938
PORNOGRAPHY,210920807,1500 BLK HAVANA DR,San Jose Police,4/2/2021 18:39,4/2/2021,April,Friday,18:39,PM,1550 HAVANA DR,San Jose,CA,37.32832,-121.83869
AGG ASSAULT,211000441,1800 BLK MIDFIELD AV,San Jose Police,4/10/2021 13:43,4/10/2021,April,Saturday,13:43,PM,1850 MIDFIELD AV,San Jose,CA,37.3284,-121.840065
AUTO THEFT,210930146,1800 BLK MIDFIELD AV,San Jose Police,4/3/2021 5:01,4/3/2021,April,Saturday, 5:01,AM,1850 MIDFIELD AV,San Jose,CA,37.3284,-121.840065
GRAND THEFT,210843227,900 BLK BELLHURST AV,San Jose Police,3/25/2021 15:56,3/25/2021,March,Thursday,15:56,PM,950 BELLHURST AV,San Jose,CA,37.328808,-121.85501
PETTY THEFT,211050593,2200 BLK TULLY RD,San Jose Police,4/15/2021 22:34,4/15/2021,April,Thursday,22:34,PM,2250 TULLY RD,San Jose,CA,37.32885,-121.816284
BURGLARY,210930495,2200 BLK TULLY RD,San Jose Police,4/3/2021 14:25,4/3/2021,April,Saturday,14:25,PM,2250 TULLY RD,San Jose,CA,37.32885,-121.816284
VANDALISM,210983212,3300 BLK PINKERTON DR,San Jose Police,4/8/2021 5:53,4/8/2021,April,Thursday, 5:53,AM,3350 PINKERTON DR,San Jose,CA,37.32886,-121.78585
ASSAULT,210970635,1600 BLK CRUCERO DR,San Jose Police,4/7/2021 15:01,4/7/2021,April,Wednesday,15:01,PM,1650 CRUCERO DR,San Jose,CA,37.32924,-121.843155
AUTO THEFT,210940296,1600 BLK CRUCERO DR,San Jose Police,4/4/2021 10:46,4/4/2021,April,Sunday,10:46,AM,1650 CRUCERO DR,San Jose,CA,37.32924,-121.843155
AGG ASSAULT,210829834,1600 BLK CRUCERO DR,San Jose Police,3/23/2021 20:56,3/23/2021,March,Tuesday,20:56,PM,1650 CRUCERO DR,San Jose,CA,37.32924,-121.843155
AGG ASSAULT,210889803,2100 BLK CEYLON CT,San Jose Police,3/29/2021 0:03,3/29/2021,March,Monday, 0:03,AM,2150 CEYLON CT,San Jose,CA,37.32926,-121.82571
VANDALISM,210973205,2800 BLK GLEN DONEGAL DR,San Jose Police,4/7/2021 10:38,4/7/2021,April,Wednesday,10:38,AM,2850 GLEN DONEGAL DR,San Jose,CA,37.329456,-121.80448
NARCOTICS,210940104,1100 BLK LUCRETIA AVE,San Jose Police,4/4/2021 2:26,4/4/2021,April,Sunday, 2:26,AM,1150 LUCRETIA AVE,San Jose,CA,37.32963,-121.85692
VANDALISM,210840987,1800 BLK CUNNINGHAM AV,San Jose Police,3/25/2021 21:50,3/25/2021,March,Thursday,21:50,PM,1850 CUNNINGHAM AV,San Jose,CA,37.32977,-121.82956
AGG ASSAULT,211060705,1400 BLK TAMI LEE DR,San Jose Police,4/16/2021 17:15,4/16/2021,April,Friday,17:15,PM,1450 TAMI LEE DR,San Jose,CA,37.32992,-121.84479
BURGLARY,211020248,1300 BLK MCQUESTEN DR,San Jose Police,4/12/2021 8:37,4/12/2021,April,Monday, 8:37,AM,1350 MCQUESTEN DR,San Jose,CA,37.33008,-121.846436
AUTO THEFT,211020148,1300 BLK SANTEE DR,San Jose Police,4/12/2021 5:13,4/12/2021,April,Monday, 5:13,AM,1350 SANTEE DR,San Jose,CA,37.330143,-121.84754
VANDALISM,211023227,3600 BLK SATINWOOD DR,San Jose Police,4/12/2021 11:52,4/12/2021,April,Monday,11:52,AM,3650 SATINWOOD DR,San Jose,CA,37.330273,-121.77294
VANDALISM,211040291,400 BLK S 3RD ST,San Jose Police,4/14/2021 11:42,4/14/2021,April,Wednesday,11:42,AM,450 S 3RD ST,San Jose,CA,37.330276,-121.88332
AGG ASSAULT,210910984,400 BLK S 3RD ST,San Jose Police,4/3/2021 2:11,4/3/2021,April,Saturday, 2:11,AM,450 S 3RD ST,San Jose,CA,37.330276,-121.88332
FORGERY/FRAUD,211053209,1000 BLK OWSLEY AV,San Jose Police,4/15/2021 17:55,4/15/2021,April,Thursday,17:55,PM,1050 OWSLEY AV,San Jose,CA,37.330402,-121.85422
AGG ASSAULT,210859833,3100 BLK PEANUT BRITTLE DR,San Jose Police,3/26/2021 22:40,3/26/2021,March,Friday,22:40,PM,3150 PEANUT BRITTLE DR,San Jose,CA,37.330486,-121.79301
BURGLARY,210900116,900 BLK STORY RD,San Jose Police,3/31/2021 5:24,3/31/2021,March,Wednesday, 5:24,AM,950 STORY RD,San Jose,CA,37.33064,-121.85675
GRAND THEFT,210830134,900 BLK STORY RD,San Jose Police,3/24/2021 5:48,3/24/2021,March,Wednesday, 5:48,AM,950 STORY RD,San Jose,CA,37.33064,-121.85675
BURGLARY,210830111,900 BLK STORY RD,San Jose Police,3/24/2021 4:34,3/24/2021,March,Wednesday, 4:34,AM,950 STORY RD,San Jose,CA,37.33064,-121.85675
BURGLARY,210870248,400 BLK SOUTH 4TH STREET,San Jose Police,3/28/2021 9:14,3/28/2021,March,Sunday, 9:14,AM,450 SOUTH 4TH STREET,San Jose,CA,37.33079,-121.88228
AUTO THEFT,210910211,1100 BLK WINSLOW DR,San Jose Police,4/1/2021 7:59,4/1/2021,April,Thursday, 7:59,AM,1150 WINSLOW DR,San Jose,CA,37.33085,-121.85004
AUTO THEFT,200910211,1100 BLK WINSLOW DR,San Jose Police,4/1/2021 7:59,4/1/2021,April,Thursday, 7:59,AM,1150 WINSLOW DR,San Jose,CA,37.33085,-121.85004
FORGERY/FRAUD,210833221,1400 BLK CRUCERO DR,San Jose Police,3/24/2021 21:41,3/24/2021,March,Wednesday,21:41,PM,1450 CRUCERO DR,San Jose,CA,37.33085,-121.84472
AGG ASSAULT,210870525,3000 BLK PEPPERMINT DR,San Jose Police,3/28/2021 18:37,3/28/2021,March,Sunday,18:37,PM,3050 PEPPERMINT DR,San Jose,CA,37.330868,-121.79669
NARCOTICS,211060432,1100 BLK OWSLEY AV,San Jose Police,4/16/2021 13:15,4/16/2021,April,Friday,13:15,PM,1150 OWSLEY AV,San Jose,CA,37.33106,-121.853096
ASSAULT,210980366,2800 BLK GLEN HAWKINS CT,San Jose Police,4/8/2021 12:05,4/8/2021,April,Thursday,12:05,PM,2850 GLEN HAWKINS CT,San Jose,CA,37.331154,-121.803154
LICENSE PLATE,210960733,1500 BLK MIDFIELD AV,San Jose Police,4/6/2021 17:11,4/6/2021,April,Tuesday,17:11,PM,1550 MIDFIELD AV,San Jose,CA,37.33124,-121.842834
ASSAULT,210890345,1700 BLK OCALA AV,San Jose Police,3/30/2021 10:37,3/30/2021,March,Tuesday,10:37,AM,1750 OCALA AV,San Jose,CA,37.33134,-121.83415
PETTY THEFT,211049519,1000 BLK STORY RD,San Jose Police,4/14/2021 15:23,4/14/2021,April,Wednesday,15:23,PM,1050 STORY RD,San Jose,CA,37.331383,-121.85566
AGG ASSAULT,210870672,1000 BLK STORY RD,San Jose Police,3/28/2021 17:13,3/28/2021,March,Sunday,17:13,PM,1050 STORY RD,San Jose,CA,37.331383,-121.85566
ASSAULT,210810688,1000 BLK STORY RD,San Jose Police,3/22/2021 17:08,3/22/2021,March,Monday,17:08,PM,1050 STORY RD,San Jose,CA,37.331383,-121.85566
PETTY THEFT,211050831,100 BLK E SAN SALVADOR ST,San Jose Police,4/15/2021 19:59,4/15/2021,April,Thursday,19:59,PM,150 E SAN SALVADOR ST,San Jose,CA,37.33156,-121.88274
VANDALISM,210963200,2100 BLK BAYHAVEN DR,San Jose Police,4/6/2021 6:00,4/6/2021,April,Tuesday, 6:00,AM,2150 BAYHAVEN DR,San Jose,CA,37.33156,-121.82213
AUTO THEFT,211000336,GLEN HAIG WY @ GLEN DARBY CT,San Jose Police,4/10/2021 11:44,4/10/2021,April,Saturday,11:44,AM,GLEN HAIG WY @ GLEN DARBY CT,San Jose,CA,37.331665,-121.80153
FORGERY/FRAUD,211003202,2800 BLK GLEN DIXON CT,San Jose Police,4/10/2021 23:43,4/10/2021,April,Saturday,23:43,PM,2850 GLEN DIXON CT,San Jose,CA,37.331745,-121.80661
VANDALISM,210970052,1100 BLK MCLAUGHLIN AV,San Jose Police,4/7/2021 1:28,4/7/2021,April,Wednesday, 1:28,AM,1150 MCLAUGHLIN AV,San Jose,CA,37.332195,-121.85311
NARCOTICS,210930858,300 BLK E WILLIAM ST,San Jose Police,4/3/2021 20:58,4/3/2021,April,Saturday,20:58,PM,350 E WILLIAM ST,San Jose,CA,37.332325,-121.877
AUTO THEFT,210820135,2000 BLK BAYHAVEN DR,San Jose Police,3/23/2021 7:16,3/23/2021,March,Tuesday, 7:16,AM,2050 BAYHAVEN DR,San Jose,CA,37.33246,-121.82308
AGG ASSAULT,210879825,2000 BLK BAYHEAVEN DR,San Jose Police,3/28/2021 0:08,3/28/2021,March,Sunday, 0:08,AM,2050 BAYHEAVEN DR,San Jose,CA,37.33246,-121.82308
AUTO THEFT,210880280,FLORIDA AV / MIAMI DR,San Jose Police,3/29/2021 9:32,3/29/2021,March,Monday, 9:32,AM,FLORIDA AV &  MIAMI DR,San Jose,CA,37.332664,-121.83847
FORGERY/FRAUD,210823233,1600 BLK MIAMI DR,San Jose Police,3/23/2021 18:00,3/23/2021,March,Tuesday,18:00,PM,1650 MIAMI DR,San Jose,CA,37.33296,-121.83798
ARSON,210960615,400 BLK E WILLIAM ST,San Jose Police,4/6/2021 15:42,4/6/2021,April,Tuesday,15:42,PM,450 E WILLIAM ST,San Jose,CA,37.33302,-121.875534
AUTO THEFT,210930656,400 BLK E WILLIAM ST,San Jose Police,4/3/2021 17:36,4/3/2021,April,Saturday,17:36,PM,450 E WILLIAM ST,San Jose,CA,37.33302,-121.875534
ROBBERY,211060852,1100 BLK STORY RD,San Jose Police,4/16/2021 20:08,4/16/2021,April,Friday,20:08,PM,1150 STORY RD,San Jose,CA,37.333153,-121.853
ROBBERY,211020770,1100 BLK STORY RD,San Jose Police,4/12/2021 17:18,4/12/2021,April,Monday,17:18,PM,1150 STORY RD,San Jose,CA,37.333153,-121.853
BURGLARY,210950120,1100 BLK STORY RD,San Jose Police,4/5/2021 5:59,4/5/2021,April,Monday, 5:59,AM,1150 STORY RD,San Jose,CA,37.333153,-121.853
GRAND THEFT,210930657,1100 BLK STORY RD,San Jose Police,4/3/2021 17:31,4/3/2021,April,Saturday,17:31,PM,1150 STORY RD,San Jose,CA,37.333153,-121.853
NARCOTICS,210840343,1100 BLK STORY RD,San Jose Police,3/25/2021 13:38,3/25/2021,March,Thursday,13:38,PM,1150 STORY RD,San Jose,CA,37.333153,-121.853
VANDALISM,210970682,2400 BLK GLEN HAIG WY,San Jose Police,4/7/2021 23:37,4/7/2021,April,Wednesday,23:37,PM,2450 GLEN HAIG WY,San Jose,CA,37.333504,-121.80217
VANDALISM,210960354,FORESTDALE AV / JEANNE AV,San Jose Police,4/6/2021 11:04,4/6/2021,April,Tuesday,11:04,AM,FORESTDALE AV &  JEANNE AV,San Jose,CA,37.33353,-121.86414
BURGLARY,210950086,1000 BLK MCLAUGHLIN AV,San Jose Police,4/5/2021 3:41,4/5/2021,April,Monday, 3:41,AM,1050 MCLAUGHLIN AV,San Jose,CA,37.333637,-121.85453
VANDALISM,210910848,1000 BLK MCLAUGHLIN AV,San Jose Police,4/1/2021 18:43,4/1/2021,April,Thursday,18:43,PM,1050 MCLAUGHLIN AV,San Jose,CA,37.333637,-121.85453
VANDALISM,210830275,1000 BLK MCLAUGHLIN AV,San Jose Police,3/24/2021 9:21,3/24/2021,March,Wednesday, 9:21,AM,1050 MCLAUGHLIN AV,San Jose,CA,37.333637,-121.85453
AGG ASSAULT,211010865,2400 BLK GLEN FOX CT,San Jose Police,4/11/2021 23:26,4/11/2021,April,Sunday,23:26,PM,2450 GLEN FOX CT,San Jose,CA,37.33375,-121.801315
ARSON,211060696,1200 BLK STORY RD,San Jose Police,4/16/2021 17:40,4/16/2021,April,Friday,17:40,PM,1250 STORY RD,San Jose,CA,37.333775,-121.85207
BURGLARY,211060255,1200 BLK STORY RD,San Jose Police,4/16/2021 9:54,4/16/2021,April,Friday, 9:54,AM,1250 STORY RD,San Jose,CA,37.333775,-121.85207
ARSON,211030385,1200 BLK STORY RD,San Jose Police,4/13/2021 5:15,4/13/2021,April,Tuesday, 5:15,AM,1250 STORY RD,San Jose,CA,37.333775,-121.85207
BURGLARY,210920116,1200 BLK STORY RD,San Jose Police,4/2/2021 3:27,4/2/2021,April,Friday, 3:27,AM,1250 STORY RD,San Jose,CA,37.333775,-121.85207
VANDALISM,210900132,1200 BLK STORY RD,San Jose Police,3/31/2021 5:56,3/31/2021,March,Wednesday, 5:56,AM,1250 STORY RD,San Jose,CA,37.333775,-121.85207
VANDALISM,210880599,1200 BLK STORY RD,San Jose Police,3/29/2021 14:26,3/29/2021,March,Monday,14:26,PM,1250 STORY RD,San Jose,CA,37.333775,-121.85207
ASSAULT,210850333,1200 BLK STORY RD,San Jose Police,3/26/2021 11:47,3/26/2021,March,Friday,11:47,AM,1250 STORY RD,San Jose,CA,37.333775,-121.85207
ASSAULT,211020614,800 BLK JEANNE AV,San Jose Police,4/12/2021 14:44,4/12/2021,April,Monday,14:44,PM,850 JEANNE AV,San Jose,CA,37.334015,-121.86302
ASSAULT,211040539,1400 BLK FLORIDA AV,San Jose Police,4/14/2021 15:20,4/14/2021,April,Wednesday,15:20,PM,1450 FLORIDA AV,San Jose,CA,37.334167,-121.83993
ASSAULT,211030474,1400 BLK FLORIDA AV,San Jose Police,4/13/2021 12:04,4/13/2021,April,Tuesday,12:04,PM,1450 FLORIDA AV,San Jose,CA,37.334167,-121.83993
FORGERY/FRAUD,210819512,2600 BLK GOLDWOOD CT,San Jose Police,3/22/2021 14:16,3/22/2021,March,Monday,14:16,PM,2650 GOLDWOOD CT,San Jose,CA,37.33418,-121.79263
AGG ASSAULT,210879817,2600 BLK VISTA VERDE DR,San Jose Police,3/28/2021 0:07,3/28/2021,March,Sunday, 0:07,AM,2650 VISTA VERDE DR,San Jose,CA,37.33435,-121.79368
NARCOTICS,211050226,FELIPE AV / OLINDER CT,San Jose Police,4/15/2021 9:33,4/15/2021,April,Thursday, 9:33,AM,FELIPE AV &  OLINDER CT,San Jose,CA,37.33469,-121.851944
AGG ASSAULT,210859845,1800 BLK DAYTONA DR,San Jose Police,3/26/2021 22:14,3/26/2021,March,Friday,22:14,PM,1850 DAYTONA DR,San Jose,CA,37.334755,-121.82729
NARCOTICS,211000973,WOODBOROUGH PL / WOODBOROUGH CT,San Jose Police,4/10/2021 23:15,4/10/2021,April,Saturday,23:15,PM,WOODBOROUGH PL &  WOODBOROUGH CT,San Jose,CA,37.33492,-121.865395
ROBBERY,210970762,900 BLK MCLAUGHLIN AV,San Jose Police,4/7/2021 17:20,4/7/2021,April,Wednesday,17:20,PM,950 MCLAUGHLIN AV,San Jose,CA,37.33498,-121.85587
NARCOTICS,210920961,1400 BLK BAHAMA WY,San Jose Police,4/3/2021 3:12,4/3/2021,April,Saturday, 3:12,AM,1450 BAHAMA WY,San Jose,CA,37.33499,-121.83956
AGG ASSAULT,210829880,1600 BLK CHRISTOPHER ST,San Jose Police,3/23/2021 17:53,3/23/2021,March,Tuesday,17:53,PM,1650 CHRISTOPHER ST,San Jose,CA,37.33541,-121.84102
AUTO THEFT,210910746,700 BLK E WILLIAM ST,San Jose Police,4/1/2021 17:22,4/1/2021,April,Thursday,17:22,PM,750 E WILLIAM ST,San Jose,CA,37.335896,-121.869484
ASSAULT,210960088,3300 BLK FRONDA DR,San Jose Police,4/6/2021 2:28,4/6/2021,April,Tuesday, 2:28,AM,3350 FRONDA DR,San Jose,CA,37.33623,-121.79021
FORGERY/FRAUD,211069508,800 BLK MACREDES AV,San Jose Police,4/16/2021 14:49,4/16/2021,April,Friday,14:49,PM,850 MACREDES AV,San Jose,CA,37.336372,-121.85954
FORGERY/FRAUD,211039506,3200 BLK TULLY RD,San Jose Police,4/13/2021 13:24,4/13/2021,April,Tuesday,13:24,PM,3250 TULLY RD,San Jose,CA,37.33663,-121.79506
ASSAULT,210921001,1400 BLK BAL HARBOR WY,San Jose Police,4/2/2021 21:58,4/2/2021,April,Friday,21:58,PM,1450 BAL HARBOR WY,San Jose,CA,37.33667,-121.835335
ASSAULT,210980402,1100 BLK LYNN AV,San Jose Police,4/8/2021 11:30,4/8/2021,April,Thursday,11:30,AM,1150 LYNN AV,San Jose,CA,37.337032,-121.8454
AGG ASSAULT,210869809,1100 BLK LYNN AV,San Jose Police,3/27/2021 18:56,3/27/2021,March,Saturday,18:56,PM,1150 LYNN AV,San Jose,CA,37.337032,-121.8454
BURGLARY,210920122,600 BLK MACREDES AV,San Jose Police,4/2/2021 3:45,4/2/2021,April,Friday, 3:45,AM,650 MACREDES AV,San Jose,CA,37.33758,-121.86085
VANDALISM,210890698,600 BLK MACREDES AV,San Jose Police,3/30/2021 16:42,3/30/2021,March,Tuesday,16:42,PM,650 MACREDES AV,San Jose,CA,37.33758,-121.86085
AGG ASSAULT,210910328,1500 BLK STORY RD,San Jose Police,4/1/2021 9:59,4/1/2021,April,Thursday, 9:59,AM,1550 STORY RD,San Jose,CA,37.337753,-121.84579
ASSAULT,210850822,1500 BLK STORY RD,San Jose Police,3/26/2021 20:07,3/26/2021,March,Friday,20:07,PM,1550 STORY RD,San Jose,CA,37.337753,-121.84579
GRAND THEFT,210953226,800 BLK E WILLIAM ST,San Jose Police,4/5/2021 14:35,4/5/2021,April,Monday,14:35,PM,850 E WILLIAM ST,San Jose,CA,37.33786,-121.86746
BURGLARY,210910371,800 BLK E WILLIAM ST,San Jose Police,4/1/2021 10:50,4/1/2021,April,Thursday,10:50,AM,850 E WILLIAM ST,San Jose,CA,37.33786,-121.86746
ASSAULT,210819509,15 BLK S 7TH ST,San Jose Police,3/22/2021 13:20,3/22/2021,March,Monday,13:20,PM,15 BLK S 7TH ST,San Jose,CA,37.33794,-121.88326
LICENSE PLATE,210860259,1100 BLK HERALD AV,San Jose Police,3/27/2021 8:15,3/27/2021,March,Saturday, 8:15,AM,1150 HERALD AV,San Jose,CA,37.338062,-121.85679
BURGLARY,211000174,1100 BLK S KING RD,San Jose Police,4/10/2021 6:53,4/10/2021,April,Saturday, 6:53,AM,1150 S KING RD,San Jose,CA,37.33895,-121.84217
VANDALISM,210900495,1100 BLK S KING RD,San Jose Police,3/31/2021 12:41,3/31/2021,March,Wednesday,12:41,PM,1150 S KING RD,San Jose,CA,37.33895,-121.84217
ASSAULT,211000915,15 BLK S 8TH ST,San Jose Police,4/10/2021 22:28,4/10/2021,April,Saturday,22:28,PM,15 BLK S 8TH ST,San Jose,CA,37.339027,-121.88265
DISTURB PEACE,211010966,1600 BLK STORY RD,San Jose Police,4/11/2021 23:38,4/11/2021,April,Sunday,23:38,PM,1650 STORY RD,San Jose,CA,37.3391,-121.84429
VANDALISM,210960166,1600 BLK STORY RD,San Jose Police,4/6/2021 7:18,4/6/2021,April,Tuesday, 7:18,AM,1650 STORY RD,San Jose,CA,37.3391,-121.84429
AUTO THEFT,210890869,1600 BLK STORY RD,San Jose Police,3/30/2021 19:40,3/30/2021,March,Tuesday,19:40,PM,1650 STORY RD,San Jose,CA,37.3391,-121.84429
NARCOTICS,210840860,HERALD AV/REMO ST,San Jose Police,3/26/2021 11:23,3/26/2021,March,Friday,11:23,AM,HERALD AV & REMO ST,San Jose,CA,37.339336,-121.85514
NARCOTICS,210910097,1600 BLK CHABOT WY,San Jose Police,4/1/2021 3:29,4/1/2021,April,Thursday, 3:29,AM,1650 CHABOT WY,San Jose,CA,37.339775,-121.826996
